Planet Name,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period (days),Planet Radius (Earth Radius),Planet Mass,Distance From Earth,Release Date
Kepler-19 b,1,3,Transit,2011,Kepler,9.28696883,2.301,,218.562,12/5/2024 0:00
Kepler-19 c,1,3,Transit Timing Variations,2011,Kepler,28.519071,,16.58028,218.562,2/21/2024 0:00
Kepler-19 d,1,3,Radial Velocity,2017,Roque de los Muchachos Observatory,62.95,,22.5,218.562,4/13/2017 0:00
Kepler-190 b,1,2,Transit,2014,Kepler,2.02000102,1.363,,433.387,12/5/2024 0:00
Kepler-190 c,1,2,Transit,2014,Kepler,3.76304236,1.397,,433.387,12/5/2024 0:00
Kepler-1900 b,1,1,Transit,2021,Kepler,2.9862299,1.623,,1540.43,12/5/2021 0:00
Kepler-1901 b,1,1,Transit,2021,Kepler,3.48412991,1.474,,1028.37,12/5/2021 0:00
Kepler-1902 b,1,1,Transit,2021,Kepler,3.82222009,1.176,,344.337,12/5/2021 0:00
Kepler-1903 b,1,1,Transit,2021,Kepler,17.0678997,2.286,,1775.44,12/5/2021 0:00
Kepler-1904 b,1,1,Transit,2021,Kepler,4.57702017,1.39,,270.854,12/5/2021 0:00
Kepler-1905 b,1,1,Transit,2021,Kepler,3.42392993,1.446,,1051.53,12/5/2021 0:00
Kepler-1906 b,1,1,Transit,2021,Kepler,7.36268997,2.776,,1360.63,12/5/2021 0:00
Kepler-1907 b,1,2,Transit,2021,Kepler,5.65243986,0.732,,292.111,12/5/2024 0:00
Kepler-1907 c,1,2,Transit,2021,Kepler,14.86386959,7.44,,292.111,12/5/2024 0:00
Kepler-1909 b,1,1,Transit,2021,Kepler,2.39160991,1.092,,763.662,12/5/2021 0:00
Kepler-191 b,1,3,Transit,2014,Kepler,9.93967857,1.287,,594.464,12/5/2024 0:00
Kepler-191 c,1,3,Transit,2014,Kepler,17.73852054,2.028,,594.464,12/5/2024 0:00
Kepler-191 d,1,3,Transit,2016,Kepler,5.94504102,2.166,,594.464,12/5/2024 0:00
Kepler-1910 b,1,1,Transit,2021,Kepler,5.68876982,1.184,,,12/5/2021 0:00
Kepler-1911 b,1,1,Transit,2021,Kepler,5.9907999,1.011,,269.912,12/5/2021 0:00
Kepler-1912 b,1,1,Transit,2021,Kepler,6.05922662,1.18,,297.017,12/5/2024 0:00
Kepler-1913 b,1,1,Transit,2021,Kepler,14.1960001,1.519,,876.3,12/5/2021 0:00
Kepler-1914 b,1,1,Transit,2021,Kepler,30.82789993,2.943,,1621.56,12/5/2021 0:00
Kepler-1915 b,1,1,Transit,2021,Kepler,13.83539963,3.218,,1514.66,12/5/2021 0:00
Kepler-1916 b,1,1,Transit,2021,Kepler,31.25429916,2.618,,2055.82,12/5/2021 0:00
Kepler-1917 b,1,1,Transit,2021,Kepler,12.90240002,1.89,,909.037,12/5/2021 0:00
Kepler-1918 b,1,1,Transit,2021,Kepler,47.0564003,2.298,,1030.11,12/5/2021 0:00
Kepler-1919 b,1,1,Transit,2021,Kepler,37.88660049,2.624,,1177.53,12/5/2021 0:00
Kepler-192 b,1,3,Transit,2014,Kepler,9.92672514,2.66,,651.674,12/5/2024 0:00
Kepler-192 c,1,3,Transit,2014,Kepler,21.22347296,2.741,,651.674,12/5/2024 0:00
Kepler-192 d,1,3,Transit,2016,Kepler,6.47027579,1.07,,651.674,12/5/2024 0:00
Kepler-1920 b,1,1,Transit,2021,Kepler,30.2541008,2.954,,885.913,12/5/2021 0:00
Kepler-1921 b,1,2,Transit,2021,Kepler,20.0349456,2.37,,928.989,12/5/2024 0:00
Kepler-1921 c,1,2,Transit,2023,Kepler,3.15721824,1.484,,928.989,12/5/2024 0:00
Kepler-1922 b,1,1,Transit,2021,Kepler,13.22259998,2.291,,1344.29,12/5/2021 0:00
Kepler-1923 b,1,1,Transit,2021,Kepler,52.60969925,1.96,,990.838,12/5/2021 0:00
Kepler-1924 b,1,1,Transit,2021,Kepler,15.33170033,2.654,,1910.77,12/5/2021 0:00
Kepler-1925 b,1,1,Transit,2021,Kepler,46.71640015,3.002,,1771.31,12/5/2021 0:00
Kepler-1926 b,1,1,Transit,2021,Kepler,42.87770081,2.315,,667.405,12/5/2021 0:00
Kepler-1927 b,1,1,Transit,2021,Kepler,73.7506501,3.126,,1091,12/5/2024 0:00
Kepler-1928 b,1,1,Transit,2021,Kepler,19.5777657,1.828,,326.362,12/5/2024 0:00
Kepler-1929 b,1,1,Transit,2021,Kepler,59.3627199,2.897,,508.201,12/5/2024 0:00
Kepler-193 b,1,2,Transit,2014,Kepler,11.38839971,2.175,,1009.1,12/5/2024 0:00
Kepler-193 c,1,2,Transit,2014,Kepler,50.6984448,2.541,,1009.1,12/5/2024 0:00
Kepler-1930 b,1,1,Transit,2021,Kepler,13.02678441,1.456,,275.694,12/5/2024 0:00
Kepler-1931 b,1,1,Transit,2021,Kepler,38.5752965,2.049,,620.091,12/5/2024 0:00
Kepler-1932 b,1,1,Transit,2021,Kepler,0.52417609,1.22,,713.733,12/5/2024 0:00
Kepler-1933 b,1,1,Transit,2021,Kepler,4.94328533,1.049,,328.007,12/5/2024 0:00
Kepler-1934 b,1,1,Transit,2021,Kepler,1.41974915,0.791,,428.514,12/5/2024 0:00
Kepler-1935 b,1,1,Transit,2021,Kepler,3.95140004,2.503,,904.702,12/5/2021 0:00
Kepler-1936 b,1,1,Transit,2021,Kepler,126.557522,3.285,,871.096,12/5/2024 0:00
Kepler-1937 b,1,1,Transit,2021,Kepler,9.6886646,2.846,,905.069,12/5/2024 0:00
Kepler-1938 b,1,1,Transit,2021,Kepler,13.06260014,1.828,,421.152,12/5/2021 0:00
Kepler-1939 b,1,1,Transit,2021,Kepler,2.7906599,1.165,,189.833,12/5/2021 0:00
Kepler-194 b,1,3,Transit,2014,Kepler,2.09226999,1.448,,1097.97,12/5/2024 0:00
Kepler-194 c,1,3,Transit,2014,Kepler,17.30797625,2.541,,1097.97,12/5/2024 0:00
Kepler-194 d,1,3,Transit,2014,Kepler,52.8147284,2.357,,1097.97,12/5/2024 0:00
Kepler-1940 b,1,1,Transit,2021,Kepler,4.95061016,1.547,,798.595,12/5/2021 0:00
Kepler-1941 b,1,1,Transit,2021,Kepler,31.33510017,2.65,,1494.39,12/5/2021 0:00
Kepler-1942 b,1,1,Transit,2021,Kepler,4.62604999,2.117,,842.492,12/5/2021 0:00
Kepler-1943 b,1,1,Transit,2021,Kepler,4.85026423,1.309,,1004.55,12/5/2024 0:00
Kepler-1944 b,1,1,Transit,2021,Kepler,9.84257984,2.76,,1076.48,12/5/2021 0:00
Kepler-1945 b,1,1,Transit,2021,Kepler,6.08003998,1.289,,,12/5/2021 0:00
Kepler-1946 b,1,1,Transit,2021,Kepler,3.0351901,2.488,,1002.12,12/5/2021 0:00
Kepler-1947 b,1,1,Transit,2021,Kepler,6.96355103,0.895,,468.771,12/5/2024 0:00
Kepler-1948 b,1,1,Transit,2021,Kepler,15.57129955,1.033,,193.903,12/5/2021 0:00
Kepler-1949 b,1,1,Transit,2021,Kepler,2.20828009,2.22,,2617.35,12/5/2021 0:00
Kepler-195 b,1,2,Transit,2014,Kepler,8.30784498,2.234,,652.051,12/5/2024 0:00
Kepler-195 c,1,2,Transit,2014,Kepler,34.0962295,1.766,,652.051,12/5/2024 0:00
Kepler-1950 b,1,1,Transit,2021,Kepler,10.77690029,1.527,,697.253,12/5/2021 0:00
Kepler-1951 b,1,1,Transit,2021,Kepler,20.65780067,2.321,,1277.32,12/5/2021 0:00
Kepler-1952 b,1,1,Transit,2021,Kepler,27.21080017,1.239,,852.062,12/5/2021 0:00
Kepler-1953 b,1,1,Transit,2021,Kepler,6.24565983,1.286,,605.631,12/5/2021 0:00
Kepler-1954 b,1,1,Transit,2021,Kepler,5.88343,1.802,,1373.83,12/5/2021 0:00
Kepler-1955 b,1,1,Transit,2021,Kepler,14.2652558,0.987,,449.351,12/5/2024 0:00
Kepler-1956 b,1,1,Transit,2021,Kepler,5.94371986,1.089,,360.468,12/5/2021 0:00
Kepler-1957 b,1,1,Transit,2021,Kepler,2.18662,0.944,,460.899,12/5/2021 0:00
Kepler-1958 b,1,1,Transit,2021,Kepler,9.32861996,2.051,,1320.38,12/5/2021 0:00
Kepler-1959 b,1,1,Transit,2021,Kepler,6.38669014,1.143,,479.263,12/5/2021 0:00
Kepler-196 b,1,3,Transit,2014,Kepler,20.73991798,1.913,,451.312,12/5/2024 0:00
Kepler-196 c,1,3,Transit,2014,Kepler,47.42766,2.221,,451.312,12/5/2024 0:00
Kepler-196 d,1,3,Transit,2021,Kepler,122.0799221,3.071,,451.312,12/5/2024 0:00
Kepler-1960 b,1,1,Transit,2021,Kepler,2.29794002,1.307,,1527.56,12/5/2021 0:00
Kepler-1961 b,1,1,Transit,2021,Kepler,5.6047101,1.619,,1042.45,12/5/2021 0:00
Kepler-1962 b,1,1,Transit,2021,Kepler,7.99145985,1.215,,866.826,12/5/2021 0:00
Kepler-1963 b,1,1,Transit,2021,Kepler,1.96227924,0.686,,492.847,12/5/2024 0:00
Kepler-1964 b,1,1,Transit,2021,Kepler,2.44082999,1.781,,,12/5/2021 0:00
Kepler-1965 b,1,1,Transit,2021,Kepler,41.8673672,1.149,,521.791,12/5/2024 0:00
Kepler-1966 b,1,1,Transit,2021,Kepler,8.61742973,1.105,,484.601,12/5/2021 0:00
Kepler-1967 b,1,1,Transit,2021,Kepler,7.28170196,0.742,,249.102,12/5/2024 0:00
Kepler-1968 b,1,1,Transit,2021,Kepler,7.2810998,1.5,,750.93,12/5/2021 0:00
Kepler-1969 b,1,1,Transit,2021,Kepler,6.64752007,1.682,,1204.54,12/5/2021 0:00
Kepler-197 b,2,4,Transit,2014,Kepler,5.59931973,1.112,,330.575,12/5/2024 0:00
Kepler-197 c,2,4,Transit,2014,Kepler,10.34971385,1.308,,330.575,12/5/2024 0:00
Kepler-197 d,2,4,Transit,2014,Kepler,15.67756112,1.191,,330.575,12/5/2024 0:00
Kepler-197 e,2,4,Transit,2014,Kepler,25.2099845,0.927,,330.575,12/5/2024 0:00
Kepler-1972 b,1,2,Transit,2014,Kepler,7.5459119,0.631,,287.339,12/5/2024 0:00
Kepler-1972 c,1,2,Transit,2014,Kepler,11.3220104,0.586,,287.339,12/5/2024 0:00
Kepler-1976 b,1,1,Transit Timing Variations,2023,Kepler,4.95931945,11.801,,1314.51,12/5/2024 0:00
Kepler-1977 b,1,1,Transit,2023,Kepler,4.53700018,1.822,,592.711,5/16/2023 0:00
Kepler-1978 b,1,1,Transit,2023,Kepler,10.84969997,3.008,,865.512,5/16/2023 0:00
Kepler-1979 b,1,1,Transit,2023,Kepler,18.50849915,4.322,,1076.27,5/16/2023 0:00
Kepler-198 b,1,3,Transit,2014,Kepler,17.79002419,2.722,,495.358,12/5/2024 0:00
Kepler-198 c,1,3,Transit,2014,Kepler,49.5675359,2.534,,495.358,12/5/2024 0:00
Kepler-198 d,1,3,Transit,2016,Kepler,1.31184443,1.437,,495.358,12/5/2024 0:00
Kepler-1980 b,1,1,Transit,2023,Kepler,33.0257988,2.845,,1709.4,5/16/2023 0:00
Kepler-1981 b,1,1,Transit,2023,Kepler,453.5429993,9.412,,659.395,5/16/2023 0:00
Kepler-1982 b,1,1,Transit,2023,Kepler,3.82316376,0.859,,558.855,12/5/2024 0:00
Kepler-1983 b,1,1,Transit,2023,Kepler,7.32851982,1.643,,424.428,5/16/2023 0:00
Kepler-1984 b,1,1,Transit,2023,Kepler,1.99285996,0.806,,,5/16/2023 0:00
Kepler-1985 b,1,1,Transit,2023,Kepler,3.42065001,2.221,,,5/16/2023 0:00
Kepler-1986 b,1,1,Transit,2023,Kepler,19.54929924,2.95,,912.085,5/16/2023 0:00
Kepler-1987 b,1,4,Transit,2023,Kepler,2.34586,1.51,,595.683,5/16/2023 0:00
Kepler-1987 c,1,4,Transit,2023,Kepler,3.64826989,1.696,,595.683,5/16/2023 0:00
Kepler-1987 d,1,4,Transit,2023,Kepler,5.64488983,3.265,,595.683,5/16/2023 0:00
Kepler-1987 e,1,4,Transit,2023,Kepler,8.74297047,2.453,,595.683,5/16/2023 0:00
Kepler-1988 b,1,1,Transit,2023,Kepler,11.49499989,1.55,,513.426,5/16/2023 0:00
Kepler-1989 b,1,1,Transit,2023,Kepler,10.16100025,4.761,,1252.13,5/16/2023 0:00
Kepler-199 b,1,2,Transit,2014,Kepler,23.64219092,3.109,,521.054,12/5/2024 0:00
Kepler-199 c,1,2,Transit,2014,Kepler,67.0932997,3.264,,521.054,12/5/2024 0:00
Kepler-1990 b,1,2,Transit,2023,Kepler,1.73513603,3.372,,392.739,12/5/2024 0:00
Kepler-1990 c,1,2,Transit,2023,Kepler,4.06844201,0.986,,392.739,12/5/2024 0:00
Kepler-1991 b,1,2,Transit,2023,Kepler,13.26084292,1.409,,855.82,12/5/2024 0:00
Kepler-1991 c,1,2,Transit,2023,Kepler,22.79021423,2.446,,855.82,12/5/2024 0:00
Kepler-1992 b,1,1,Transit,2023,Kepler,15.611223,1.081,,532.955,12/5/2024 0:00
Kepler-1993 b,1,1,Transit,2023,Kepler,26.6565574,3.993,,1031.91,12/5/2024 0:00
Kepler-1994 b,1,1,Transit,2023,Kepler,4.61226344,0.615,,241.991,12/5/2024 0:00
Kepler-1995 b,1,1,Transit,2023,Kepler,73.7579317,3.347,,595.331,12/5/2024 0:00
Kepler-1996 b,1,2,Transit,2023,Kepler,32.3763405,1.91,,440.561,12/5/2024 0:00
Kepler-1996 c,1,2,Transit,2023,Kepler,92.7296775,2.432,,440.561,12/5/2024 0:00
Kepler-1997 b,1,1,Transit,2023,Kepler,26.75749969,2.443,,1502.34,5/16/2023 0:00
Kepler-1998 b,1,1,Transit,2023,Kepler,3.03266154,0.66,,340.965,12/5/2024 0:00
Kepler-1999 b,1,1,Transit,2023,Kepler,8.73945046,3.553,,701.255,5/16/2023 0:00
Kepler-20 b,2,6,Transit,2011,Kepler,3.69611967,2.007,,282.563,12/5/2024 0:00
Kepler-20 c,2,6,Transit,2011,Kepler,10.85409783,2.88,,282.563,12/5/2024 0:00
Kepler-20 d,2,6,Transit,2011,Kepler,77.6115987,2.492,,282.563,12/5/2024 0:00
Kepler-20 e,2,6,Transit,2011,Kepler,6.09853672,0.784,,282.563,12/5/2024 0:00
Kepler-20 f,2,6,Transit,2011,Kepler,19.5776286,0.942,,282.563,12/5/2024 0:00
Kepler-20 g,2,6,Radial Velocity,2016,Multiple Observatories,34.951009,,20.97015,282.563,2/21/2024 0:00
Kepler-200 b,1,2,Transit,2014,Kepler,8.59479202,2.224,,665.912,12/5/2024 0:00
Kepler-200 c,1,2,Transit,2014,Kepler,10.22214214,1.516,,665.912,12/5/2024 0:00
Kepler-2000 b,1,2,Transit,2023,Kepler,6.3831501,3.32,,320.588,5/16/2023 0:00
Kepler-2000 c,1,2,Transit,2023,Kepler,20.6182003,2.201,,320.588,5/16/2023 0:00
Kepler-2001 b,1,2,Transit,2023,Kepler,1.09003997,1.191,,776.55,5/16/2023 0:00
Kepler-2001 c,1,2,Transit,2023,Kepler,14.09449959,4.08,,776.55,5/16/2023 0:00
Kepler-201 b,1,2,Transit,2014,Kepler,25.67212848,2.756,,636.445,12/5/2024 0:00
Kepler-201 c,1,2,Transit,2014,Kepler,151.8861943,2.339,,636.445,12/5/2024 0:00
Kepler-202 b,1,2,Transit,2014,Kepler,4.0694284,1.815,,285.111,12/5/2024 0:00
Kepler-202 c,1,2,Transit,2014,Kepler,16.28248353,1.934,,285.111,12/5/2024 0:00
Kepler-203 b,1,3,Transit,2014,Kepler,3.16269124,2.517,,703.302,12/5/2024 0:00
Kepler-203 c,1,3,Transit,2014,Kepler,5.37064587,2.346,,703.302,12/5/2024 0:00
Kepler-203 d,1,3,Transit,2014,Kepler,11.32975018,1.396,,703.302,12/5/2024 0:00
Kepler-204 b,1,2,Transit,2014,Kepler,14.40094471,2.095,,686.723,12/5/2024 0:00
Kepler-204 c,1,2,Transit,2014,Kepler,25.661658,1.28,,686.723,12/5/2024 0:00
Kepler-205 b,1,2,Transit,2014,Kepler,2.75563888,,,159.72,4/18/2019 0:00
Kepler-205 c,1,2,Transit,2014,Kepler,20.30651261,,,159.72,4/18/2019 0:00
Kepler-206 b,1,3,Transit,2014,Kepler,7.78200916,1.123,,594.447,12/5/2024 0:00
Kepler-206 c,1,3,Transit,2014,Kepler,13.13745719,1.596,,594.447,12/5/2024 0:00
Kepler-206 d,1,3,Transit,2014,Kepler,23.4432353,0.967,,594.447,12/5/2024 0:00
Kepler-207 b,1,3,Transit,2014,Kepler,1.61188718,1.641,,875.519,12/5/2024 0:00
Kepler-207 c,1,3,Transit,2014,Kepler,3.0715454,1.604,,875.519,12/5/2024 0:00
Kepler-207 d,1,3,Transit,2014,Kepler,5.86806802,3.495,,875.519,12/5/2024 0:00
Kepler-208 b,1,4,Transit,2014,Kepler,4.22864988,1.557,,775.328,12/5/2024 0:00
Kepler-208 c,1,4,Transit,2014,Kepler,7.46662197,1.387,,775.328,12/5/2024 0:00
Kepler-208 d,1,4,Transit,2014,Kepler,11.1317519,1.202,,775.328,12/5/2024 0:00
Kepler-208 e,1,4,Transit,2014,Kepler,16.25945734,1.415,,775.328,12/5/2024 0:00
Kepler-209 b,1,2,Transit,2014,Kepler,16.08786478,2.242,,576.946,12/5/2024 0:00
Kepler-209 c,1,2,Transit,2014,Kepler,41.74949827,2.93,,576.946,12/5/2024 0:00
Kepler-21 b,2,1,Transit,2012,Kepler,2.78582169,1.654,,108.522,12/5/2024 0:00
Kepler-210 b,1,2,Transit,2014,Kepler,2.45322973,,,232.75,4/18/2019 0:00
Kepler-210 c,1,2,Transit,2014,Kepler,7.97266437,3.793,,232.75,12/18/2022 0:00
Kepler-211 b,1,2,Transit,2014,Kepler,4.13853677,1.22,,309.353,12/5/2024 0:00
Kepler-211 c,1,2,Transit,2014,Kepler,6.04045294,1.238,,309.353,12/5/2024 0:00
Kepler-212 b,1,2,Transit,2014,Kepler,16.2583586,1.11,,687.194,12/5/2024 0:00
Kepler-212 c,1,2,Transit,2014,Kepler,31.80474045,2.612,,687.194,12/5/2024 0:00
Kepler-213 b,1,2,Transit,2014,Kepler,2.46234217,1.469,,634.939,12/5/2024 0:00
Kepler-213 c,1,2,Transit,2014,Kepler,4.82297735,2.037,,634.939,12/5/2024 0:00
Kepler-214 b,1,2,Transit,2014,Kepler,15.66057659,3.1,,1208.44,12/5/2024 0:00
Kepler-214 c,1,2,Transit,2014,Kepler,28.7795813,2.947,,1208.44,12/5/2024 0:00
Kepler-215 b,1,4,Transit,2014,Kepler,9.36063971,1.57,,485.997,12/5/2024 0:00
Kepler-215 c,1,4,Transit,2014,Kepler,14.6671927,1.361,,485.997,12/5/2024 0:00
Kepler-215 d,1,4,Transit,2014,Kepler,30.86437869,2.177,,485.997,12/5/2024 0:00
Kepler-215 e,1,4,Transit,2014,Kepler,68.1613598,1.554,,485.997,12/5/2024 0:00
Kepler-216 b,1,2,Transit,2014,Kepler,7.69364042,2.867,,1187.47,12/5/2024 0:00
Kepler-216 c,1,2,Transit,2014,Kepler,17.40665938,3.745,,1187.47,12/5/2024 0:00
Kepler-217 b,1,3,Transit,2014,Kepler,5.37493491,2.201,,1104.64,12/5/2024 0:00
Kepler-217 c,1,3,Transit,2014,Kepler,8.58598202,1.804,,1104.64,12/5/2024 0:00
Kepler-217 d,1,3,Transit,2016,Kepler,3.88689525,1.388,,1104.64,12/5/2024 0:00
Kepler-218 b,1,3,Transit,2014,Kepler,3.6193122,1.696,,656.38,12/5/2024 0:00
Kepler-218 c,1,3,Transit,2014,Kepler,44.699504,2.928,,656.38,12/5/2024 0:00
Kepler-218 d,1,3,Transit,2016,Kepler,124.5244647,2.741,,656.38,12/5/2024 0:00
Kepler-219 b,1,3,Transit,2014,Kepler,4.58546682,2.306,,787.07,12/5/2024 0:00
Kepler-219 c,1,3,Transit,2014,Kepler,22.71444582,2.799,,787.07,12/5/2024 0:00
Kepler-219 d,1,3,Transit,2014,Kepler,47.9035211,2.232,,787.07,12/5/2024 0:00
Kepler-22 b,1,1,Transit,2011,Kepler,289.863876,2.1,9.1,194.642,4/17/2023 0:00
Kepler-220 b,1,4,Transit,2014,Kepler,4.15981712,0.834,,171.109,12/5/2024 0:00
Kepler-220 c,1,4,Transit,2014,Kepler,9.03419547,1.628,,171.109,12/5/2024 0:00
Kepler-220 d,1,4,Transit,2014,Kepler,28.1224655,1.027,,171.109,12/5/2024 0:00
Kepler-220 e,1,4,Transit,2014,Kepler,45.9027566,1.321,,171.109,12/5/2024 0:00
Kepler-221 b,1,4,Transit,2014,Kepler,2.79589407,1.524,,385.231,12/5/2024 0:00
Kepler-221 c,1,4,Transit,2014,Kepler,5.69058452,2.808,,385.231,12/5/2024 0:00
Kepler-221 d,1,4,Transit,2014,Kepler,10.04156852,2.572,,385.231,12/5/2024 0:00
Kepler-221 e,1,4,Transit,2014,Kepler,18.3697231,2.482,,385.231,12/5/2024 0:00
Kepler-222 b,1,3,Transit,2014,Kepler,3.93699371,3.028,,758.854,12/5/2024 0:00
Kepler-222 c,1,3,Transit,2014,Kepler,10.08879697,4.576,,758.854,12/5/2024 0:00
Kepler-222 d,1,3,Transit,2014,Kepler,28.08194365,3.563,,758.854,12/5/2024 0:00
Kepler-223 b,1,4,Transit,2014,Kepler,7.38441403,2.823,,1859.71,12/5/2024 0:00
Kepler-223 c,1,4,Transit,2014,Kepler,9.8482024,4.349,,1859.71,12/5/2024 0:00
Kepler-223 d,1,4,Transit,2014,Kepler,14.78769446,5.913,,1859.71,12/5/2024 0:00
Kepler-223 e,1,4,Transit,2014,Kepler,19.7240891,48.785,,1859.71,12/5/2024 0:00
Kepler-224 b,1,4,Transit,2014,Kepler,3.13295163,1.489,,782.088,12/5/2024 0:00
Kepler-224 c,1,4,Transit,2014,Kepler,5.92499131,3.291,,782.088,12/5/2024 0:00
Kepler-224 d,1,4,Transit,2014,Kepler,11.34933733,2.532,,782.088,12/5/2024 0:00
Kepler-224 e,1,4,Transit,2014,Kepler,18.643516,1.984,,782.088,12/5/2024 0:00
Kepler-225 b,1,2,Transit,2014,Kepler,6.73897911,,,561.101,4/18/2019 0:00
Kepler-225 c,1,2,Transit,2014,Kepler,18.79414073,,,561.101,4/18/2019 0:00
Kepler-226 b,1,3,Transit,2014,Kepler,3.94104632,1.696,,980.138,12/5/2024 0:00
Kepler-226 c,1,3,Transit,2014,Kepler,5.34955671,2.883,,980.138,12/5/2024 0:00
Kepler-226 d,1,3,Transit,2014,Kepler,8.10904671,1.273,,980.138,12/5/2024 0:00
Kepler-227 b,1,2,Transit,2014,Kepler,9.48803146,2.749,,1083.06,12/5/2024 0:00
Kepler-227 c,1,2,Transit,2014,Kepler,54.418464,2.756,,1083.06,12/5/2024 0:00
Kepler-228 b,1,3,Transit,2014,Kepler,2.56659092,1.769,,1644.61,12/5/2024 0:00
Kepler-228 c,1,3,Transit,2014,Kepler,4.13443005,3.423,,1644.61,12/5/2024 0:00
Kepler-228 d,1,3,Transit,2014,Kepler,11.09431923,4.562,,1644.61,12/5/2024 0:00
Kepler-229 b,1,3,Transit,2014,Kepler,6.2529649,2.288,,826.265,12/5/2024 0:00
Kepler-229 c,1,3,Transit,2014,Kepler,16.06862959,5.023,,826.265,12/5/2024 0:00
Kepler-229 d,1,3,Transit,2014,Kepler,41.1970874,3.448,,826.265,12/5/2024 0:00
Kepler-23 b,1,3,Transit,2011,Kepler,7.10694385,1.858,,835.756,12/5/2024 0:00
Kepler-23 c,1,3,Transit,2011,Kepler,10.74242766,3.036,,835.756,12/5/2024 0:00
Kepler-23 d,1,3,Transit,2014,Kepler,15.27438229,2.198,,835.756,12/5/2024 0:00
Kepler-230 b,1,2,Transit,2014,Kepler,32.62882975,3690.889,,740.754,12/5/2024 0:00
Kepler-230 c,1,2,Transit,2014,Kepler,91.77221,2.07,,740.754,12/5/2024 0:00
Kepler-231 b,1,2,Transit,2014,Kepler,10.0652458,,,316.618,4/18/2019 0:00
Kepler-231 c,1,2,Transit,2014,Kepler,19.27153892,,,316.618,9/25/2018 0:00
Kepler-232 b,1,2,Transit,2014,Kepler,4.43122771,,,1349.13,4/18/2019 0:00
Kepler-232 c,1,2,Transit,2014,Kepler,11.37939106,,,1349.13,4/18/2019 0:00
Kepler-233 b,1,2,Transit,2014,Kepler,8.47238854,,,856.417,4/18/2019 0:00
Kepler-233 c,1,2,Transit,2014,Kepler,60.41898964,,,856.417,4/18/2019 0:00
Kepler-234 b,1,2,Transit,2014,Kepler,2.71150258,3.975,,1733.1,12/5/2024 0:00
Kepler-234 c,1,2,Transit,2014,Kepler,7.21204152,3.86,,1733.1,12/5/2024 0:00
Kepler-235 b,1,4,Transit,2014,Kepler,3.34022152,,,428.018,4/18/2019 0:00
Kepler-235 c,1,4,Transit,2014,Kepler,7.82494897,,,428.018,4/18/2019 0:00
Kepler-235 d,1,4,Transit,2014,Kepler,20.06031851,,,428.018,4/18/2019 0:00
Kepler-235 e,1,4,Transit,2014,Kepler,46.18468647,,,428.018,4/18/2019 0:00
Kepler-236 b,1,2,Transit,2014,Kepler,8.29562997,,,288.763,4/18/2019 0:00
Kepler-236 c,1,2,Transit,2014,Kepler,23.96799518,,,288.763,4/18/2019 0:00
Kepler-237 b,1,2,Transit,2014,Kepler,4.71510365,1.556,,657.822,12/5/2024 0:00
Kepler-237 c,1,2,Transit,2014,Kepler,8.10361363,2.358,,657.822,12/5/2024 0:00
Kepler-238 b,1,5,Transit,2014,Kepler,2.09081565,1.706,,1798.75,12/5/2024 0:00
Kepler-238 c,1,5,Transit,2014,Kepler,6.15555756,3.052,,1798.75,12/5/2024 0:00
Kepler-238 d,1,5,Transit,2014,Kepler,13.23356008,3.502,,1798.75,12/5/2024 0:00
Kepler-238 e,1,5,Transit,2013,Kepler,23.65368621,9.291,,1798.75,12/5/2024 0:00
Kepler-238 f,1,5,Transit,2013,Kepler,50.4473156,3.481,,1798.75,12/5/2024 0:00
Kepler-239 b,1,2,Transit,2014,Kepler,11.76305946,2.436,,648.109,12/5/2024 0:00
Kepler-239 c,1,2,Transit,2014,Kepler,56.2279697,2.263,,648.109,12/5/2024 0:00
Kepler-24 b,1,4,Transit,2011,Kepler,8.14511872,3.098,,1156.81,12/5/2024 0:00
Kepler-24 c,1,4,Transit,2011,Kepler,12.33340885,4.426,,1156.81,12/5/2024 0:00
Kepler-24 d,1,4,Transit,2014,Kepler,4.24437621,1.6,,1156.81,12/5/2024 0:00
Kepler-24 e,1,4,Transit,2014,Kepler,18.99850923,2.353,,1156.81,12/5/2024 0:00
Kepler-240 b,1,2,Transit,2014,Kepler,4.14451776,1.502,,746.927,12/5/2024 0:00
Kepler-240 c,1,2,Transit,2014,Kepler,7.95355717,2.247,,746.927,12/5/2024 0:00
Kepler-241 b,1,2,Transit,2014,Kepler,12.71809081,,,,4/18/2019 0:00
Kepler-241 c,1,2,Transit,2014,Kepler,36.06542891,,,,4/18/2019 0:00
Kepler-242 b,1,2,Transit,2014,Kepler,8.2039687,2.478,,600.241,12/5/2024 0:00
Kepler-242 c,1,2,Transit,2014,Kepler,14.49643531,2.298,,600.241,12/5/2024 0:00
Kepler-243 b,1,2,Transit,2014,Kepler,5.71542485,2.493,,693.86,12/5/2024 0:00
Kepler-243 c,1,2,Transit,2014,Kepler,20.026231,1.741,,693.86,12/5/2024 0:00
Kepler-244 b,1,3,Transit,2014,Kepler,4.31177991,3.063,,1036.49,12/5/2024 0:00
Kepler-244 c,1,3,Transit,2014,Kepler,9.76734365,2.135,,1036.49,12/5/2024 0:00
Kepler-244 d,1,3,Transit,2014,Kepler,20.05040157,2.962,,1036.49,12/5/2024 0:00
